artist_name,track_title,track_genre_top,track_genres_all
Blah Blah Blah,Disney on Ice,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,The Prime Four,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Out on the farm,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,The Hotel,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Where are all the people,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Going Down to Soho,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Tropical Holiday Time,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Tropical Sheep,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Think Things Of You,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Daisey Chains,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Interference,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Itching in my pants,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Very Nice,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,1-2-3-4,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Complete Shakespeare,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,The Natives are Restless,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Heart Attack,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Shopping Bag,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Crocodile Song,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,I just don't know,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Liquidizing Chickens,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Burn,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Hands Beckoning,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Central Park,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Weatherman,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,39th floor Club,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Blah intro,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Blahpunk,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Bored,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Breeder,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Brian's Garage,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Cabages in the sunset,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Chimpanzees disease,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Circles in London,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Count Dracula's castle,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Crash,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Cybernetics,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Denver,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Ding dang (skat),Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Disco Ghoul,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Down in the pits again,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Excretia,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Gotta Go,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Hippopotamus,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,In Arabia,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,In my Grandfather's Clock,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Julie Andrews,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Just you wait and see,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Little White Boxes,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,My Room,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Red coated young girlfriend,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Starsigns,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Sugar Bowl,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Sunspot activity,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,The Sound of Music,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,The Swamp,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,There goes my greenhouse,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Vampires,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Whistle while you work,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blah Blah Blah,Why didn't Nero?,Rock,"['Post-Punk', 'Rock', 'Punk']"
Blanketship,Baja Jones,Electronic,['Electronic']
Blanketship,Clapartroach,Electronic,['Electronic']
Blanketship,I wish I wish,Electronic,['Electronic']
Boogie Witch,Boogie Hole,Rock,['Rock']
Boogie Witch,Transfiguration Boogie,Rock,['Rock']
Borful Tang,Juggernaut Soliloquy,Electronic,['Electronic']
Borful Tang,The Tides Of Land,Electronic,['Electronic']
Borful Tang,Borful Tang Loves Nomeansno,Electronic,['Electronic']
Borful Tang,ELI,Electronic,['Electronic']
Borful Tang,Electronic Interlude VI,Electronic,['Electronic']
Borful Tang,Modesto,Electronic,['Electronic']
Borful Tang,Oh Kap Soon,Electronic,['Electronic']
Borful Tang,Roach,Electronic,['Electronic']
Borful Tang,Wonder Inn,Electronic,['Electronic']
Borful Tang,Majestic Shuffle,Electronic,['Electronic']
Borful Tang,ELI,Electronic,['Electronic']
Borful Tang,Soundclash At Wonder Inn (ft. Qulfus),Electronic,['Electronic']
Borful Tang,The Tides Of Land,Electronic,['Electronic']
Borful Tang,Lost on the Eastern Side of the Island,Electronic,['Electronic']
Borful Tang,Orp,Electronic,['Electronic']
Borful Tang,John And Mary - The Meeting,Electronic,['Electronic']
Borful Tang,John And Mary - The Restaurant,Electronic,['Electronic']
Borful Tang,Smyrna Snow Walk,Electronic,['Electronic']
Celesteville,Invisible Tape,Rock,['Rock']
Celesteville,A River Frozen In Place,Rock,['Rock']
Celesteville,End Over End,Rock,['Rock']
Celesteville,Black Is the Color of My True Love's Mail,Rock,['Rock']
Celesteville,I Didn't Think the Oracle Was Talking to Me,Rock,['Rock']
Celesteville,I Have Not Spoken All Day,Rock,['Rock']
Celesteville,Do Not Talk,Rock,['Rock']
Celesteville,For Jake Erdmann Et Al.,Rock,['Rock']
Celesteville,An Odd Number of Stairs,Rock,['Rock']
Celesteville,For the Dishroom at Meridian Park Hospital,Rock,['Rock']
Celesteville,White Satin Bed,Rock,['Rock']
Celesteville,"Night Air, Portland",Rock,['Rock']
Chandeliers,Big League,Electronic,['Electronic']
Chandeliers,Mango Tree,Electronic,['Electronic']
Charles Manson,I Can See You,Folk,['Folk']
Charles Manson,Angels Fear To Tread,Folk,['Folk']
Charles Manson,Riding On Your Fears,Folk,['Folk']
Charles Manson,I Don't Need Water Sprinklers In The Desert,Folk,['Folk']
Charles Manson,Your Magic Motion,Folk,['Folk']
Charles Manson,Whoever You Are,Folk,['Folk']
Charles Manson,The Black Pirate,Folk,['Folk']
Charles Manson,So We Go Again,Folk,['Folk']
Charles Manson,Self Is Eternal (What Our World Will Be),Folk,['Folk']
Charles Manson,Sometimes It Works Just Right,Folk,['Folk']
Charles Manson,Sweet Words,Folk,['Folk']
Charles Manson,Interpretations,Folk,['Folk']
Charles Manson,If You Have No One,Folk,['Folk']
Charles Manson,I Keep On Wondering (Interrupted),Folk,['Folk']
Charles Manson,1967- Mac Brother,Folk,['Folk']
Charles Manson,"Venice, CA",Folk,['Folk']
Chief Boima,Cello Duet No. 1,Electronic,['Electronic']
Cinwaves,Ex Lucky,Rock,['Rock']
Cinwaves,Dumb Me Down,Rock,['Rock']
Cinwaves,The Sugar Society,Rock,['Rock']
Cinwaves,Sophia,Rock,['Rock']
Cinwaves,Jasmine,Rock,['Rock']
Cinwaves,Liberty's Bell,Rock,['Rock']
Cinwaves,Disconnect,Rock,['Rock']
Cinwaves,Shadow Law,Rock,['Rock']
Cinwaves,Old Route 13,Rock,['Rock']
Cinwaves,Medicine Chant,Rock,['Rock']
Cinwaves,Awaken,Rock,['Rock']
Clockcleaner,When My Ship Comes In,Rock,"['Punk', 'Rock']"
Clockcleaner,Caliente Queen,Rock,"['Punk', 'Rock']"
CoCoComa,(Tryin' To) Read My Mind,Rock,"['Punk', 'Rock']"
CoCoComa,Premonition,Rock,"['Punk', 'Rock']"
DJ's of Mass Destruction,"WAR (If It Feels Good, Do It!)",Hip-Hop,['Hip-Hop']
DJ's of Mass Destruction,Liberate The Children (Live),Hip-Hop,['Hip-Hop']
DJ's of Mass Destruction,Weapons? What Weapons of Mass Destruction? (Live),Hip-Hop,['Hip-Hop']
DJ's of Mass Destruction,War Is What They Got (Epilogue),Hip-Hop,['Hip-Hop']
Dora Bleu,Ingrate,Folk,['Folk']
Dora Bleu,Disappearing,Folk,['Folk']
Dora Bleu,Lover of Nightmares,Folk,['Folk']
Dora Bleu,Real Prisons,Folk,['Folk']
Double Dagger,I Was So Bored I Wanted To Hang Myself On The Dancefloor,Rock,['Rock']
Double Dagger,Attack of the Clones,Rock,['Rock']
Double Dagger,Clare (Undone),Rock,['Rock']
Double Dagger,Punk Rock vs. Swiss Modernism,Rock,['Rock']
Double Dagger,The Psychic,Rock,['Rock']
Dragging an Ox Through Water,Aces,Folk,['Folk']
Dragging an Ox Through Water,Bowl of Salt,Folk,['Folk']
Dragging an Ox Through Water,Snowbank Treatment,Folk,['Folk']
Ed Askew,Burning Buddhas,Folk,['Folk']
Ed Askew,Smoke,Folk,['Folk']
Ed Askew,Pebble Beach,Folk,['Folk']
Ed Askew,Arabesque,Folk,['Folk']
Ed Askew,Blue Eyed Baby,Folk,['Folk']
Ed Askew,Paper Cup,Folk,['Folk']
Ed Askew,The Cup Bearer (Jony Mede),Folk,['Folk']
Ed Askew,Made In The City,Folk,['Folk']
Ed Askew,Climbing To The Top,Folk,['Folk']
Ed Askew,At Home In The Factory,Folk,['Folk']
Ed Askew,Black Bird,Folk,['Folk']
Ed Askew,Friday Night,Folk,['Folk']
Ed Askew,Dancing On Water,Folk,['Folk']
Ed Askew,The City,Folk,['Folk']
Ed Askew,Buddha Smiles,Folk,['Folk']
El Jesus De Magico,Indian Giver,Rock,['Rock']
El Jesus De Magico,LGNO,Rock,['Rock']
El Jesus De Magico,Xmas at Wounded Knee,Rock,['Rock']
Ethan Persoff,Side One - Introduction,Electronic,['Electronic']
Ethan Persoff,SNAP! (side one of two),Electronic,['Electronic']
Ethan Persoff,Side One - The Talent Contest,Electronic,['Electronic']
Ethan Persoff,SNAP! (side two of two),Electronic,['Electronic']
Ethan Persoff,Side One - Dear Mr. Depieu,Electronic,['Electronic']
Ethan Persoff,Side One - Reprise / The Bullshit Business Proposal / (end),Electronic,['Electronic']
Ethan Persoff,Side Two - Reset (and the Great Joke),Electronic,['Electronic']
Ethan Persoff,Side Two - Praise the Lord and Give Thanks,Electronic,['Electronic']
Ethan Persoff,Side Two - Bean Bag,Electronic,['Electronic']
Ethan Persoff,Side Two - Jake's Theme / Intermission,Electronic,['Electronic']
Ethan Persoff,Side Three - Part One / Start,Electronic,['Electronic']
Ethan Persoff,Side Three - Part Two,Electronic,['Electronic']
Ethan Persoff,Side Three - Part Three,Electronic,['Electronic']
Ethan Persoff,Side Three - Part Four,Electronic,['Electronic']
Ethan Persoff,Side Three - Part Five / Stop,Electronic,['Electronic']
Ethan Persoff,Side Four - Easy Slow and Easy (finale),Electronic,['Electronic']
Ethan Persoff,Side Four - Record Label Track / Conclusion,Electronic,['Electronic']
Ethan Persoff,I Stayed Home ...,Electronic,['Electronic']
Ethan Persoff,side 1 - complaint (knock on wood),Electronic,['Electronic']
Ethan Persoff,side 2 - dear mary elizabeth,Electronic,['Electronic']
Ethan Persoff,side 3 - hidden speaking powers!,Electronic,['Electronic']
Ethan Persoff,side 4 - upset german screaming,Electronic,['Electronic']
Ethan Persoff,side 5 - conclusion,Electronic,['Electronic']
Ethan Persoff,side 6 - not funny,Electronic,['Electronic']
Ethan Persoff,Disneyland (edit),Electronic,['Electronic']
Fanatic,Dream,Hip-Hop,['Hip-Hop']
Fanatic,Triflin,Hip-Hop,['Hip-Hop']
Fanatic,Triflin,Hip-Hop,['Hip-Hop']
Fanatic,Rise,Hip-Hop,['Hip-Hop']
Fanatic,Enterprizin,Hip-Hop,['Hip-Hop']
Fanatic,The_Tension,Hip-Hop,['Hip-Hop']
Fanatic,Change Thoughts,Hip-Hop,['Hip-Hop']
Fanatic,Sunshine,Hip-Hop,['Hip-Hop']
Fanatic,Killer Crossover,Hip-Hop,['Hip-Hop']
Fanatic,Killer Crossover,Hip-Hop,['Hip-Hop']
Fanatic,late Night Show,Hip-Hop,['Hip-Hop']
Fanatic,Murder,Hip-Hop,['Hip-Hop']
Fanatic,Propose A Toast,Hip-Hop,['Hip-Hop']
Flying Luttenbachers,Cataclysm,Rock,['Rock']
Flying Luttenbachers,Into the Vastness of Stupidity,Rock,['Rock']
Flying Luttenbachers,Part 4,Rock,['Rock']
Flying Luttenbachers,Trauma 11,Rock,['Rock']
Food For Animals,Planet Say (featuring Faust),Hip-Hop,['Hip-Hop']
Food For Animals,Elephants,Hip-Hop,['Hip-Hop']
The Functional Blackouts,Kamikaze!,Rock,"['Punk', 'Rock']"
The Functional Blackouts,Loch Ness Primitive,Rock,"['Punk', 'Rock']"
The Functional Blackouts,No Idea,Rock,"['Punk', 'Rock']"
Fursaxa,Circle Moon,Folk,['Folk']
Fursaxa,Kokopelli,Folk,['Folk']
Fursaxa,Saxalainen,Folk,['Folk']
Fursaxa,Tyranny,Folk,['Folk']
Fursaxa,Song Of The Spindle Berry,Folk,['Folk']
Fuzz Unlimited,Florida Tags,Rock,['Rock']
Fuzz Unlimited,Camera Shy,Rock,['Rock']
Fuzz Unlimited,Evil Twin,Rock,['Rock']
Fuzz Unlimited,Looking For A kiss,Rock,['Rock']
Fuzz Unlimited,Take A hit,Rock,['Rock']
Glove Compartment,Relaxing,Rock,['Rock']
Glove Compartment,Don't Call Me Tonite / Very Good,Rock,['Rock']
Glove Compartment,Causing Disturbances,Rock,['Rock']
Glove Compartment,Don't Peek-O,Rock,['Rock']
Glove Compartment,Puffy Onyx,Rock,['Rock']
Glove Compartment,Electric Guru,Rock,['Rock']
Glove Compartment,Booger-Flicking Winners Go Freeh,Rock,['Rock']
Glove Compartment,Vert,Rock,['Rock']
Glove Compartment,"Up, Two?",Rock,['Rock']
Glove Compartment,6:30 Encephalitis Spraydown,Rock,['Rock']
Glove Compartment,Everyone - am Masterbate,Rock,['Rock']
Glove Compartment,The Hymn of the Honeymoon,Rock,['Rock']
Glove Compartment,The Lower Frequencies,Rock,['Rock']
Glove Compartment,We Would Be Friends,Rock,['Rock']
Guinea Worms,Thinking About You,Rock,"['Punk', 'Rock']"
Guinea Worms,Chock Fool of Nuts,Rock,"['Punk', 'Rock']"
Guinea Worms,Haymaker,Rock,"['Punk', 'Rock']"
Guinea Worms,Hello from Ohio,Rock,"['Punk', 'Rock']"
Guinea Worms,Spider Season,Rock,"['Punk', 'Rock']"
Hall Of Fame,Motion Passings,Folk,['Folk']
Hecuba,Sir,Pop,['Pop']
Hecuba,Tom & Jerry,Pop,['Pop']
Hecuba,YES,Pop,['Pop']
Here Comes A Big Black Cloud!!,Black Mold,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
Here Comes A Big Black Cloud!!,Death March,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
Here Comes A Big Black Cloud!!,Graverobbin,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
Here Comes A Big Black Cloud!!,Psychic Violence,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
Here Comes A Big Black Cloud!!,Scrilla,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
Here Comes A Big Black Cloud!!,The Fly Pt. II,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
Here Comes A Big Black Cloud!!,Vietnam,Rock,"['Psych-Rock', 'Indie-Rock', 'Rock', 'Loud-Rock']"
Heroin UK,Sunsplash Dreamland,Rock,['Rock']
Heroin UK,DopeSick,Rock,['Rock']
Heroin UK,Wasteland,Rock,['Rock']
Heroin UK,Just Like A Rose,Rock,['Rock']
Heroin UK,Explosions,Rock,['Rock']
Heroin UK,Big Nose,Rock,['Rock']
Heroin UK,Baby,Rock,['Rock']
Heroin UK,Today,Rock,['Rock']
Heroin UK,Don't Wanna Die,Rock,['Rock']
Heroin UK,Things You Say,Rock,['Rock']
Heroin UK,Comin Down (The Wall),Rock,['Rock']
Holzkopf,Rendered,Pop,['Pop']
Human Host,Six Realms,Rock,['Rock']
Human Host,Escape From the Organ Chamber,Rock,['Rock']
Hutzl Ukranian Ensemble,Welsinsni Melodyi,International,['International']
I Am the Liquor,Aimless Journey,Rock,['Rock']
I Am the Liquor,Last Nail In the Coffin,Rock,['Rock']
I Am the Liquor,Blastered,Rock,['Rock']
I Am the Liquor,Take a Walk,Rock,['Rock']
I Am the Liquor,If I Can't Smoke & Swear I'm Fucked,Rock,['Rock']
I Am the Liquor,Kicking & Screaming,Rock,['Rock']
I Am the Liquor,Yr. Life Is a Curse,Rock,['Rock']
I Am the Liquor,Bariwax,Rock,['Rock']
Illusion of Safety,11.5.00:46  Dead Tech Chicago,Electronic,['Electronic']
Illusion of Safety,4-27-01 hamburg (inoptrk9),Electronic,['Electronic']
Illusion of Safety,Acidiscipline,Electronic,['Electronic']
Illusion of Safety,As If,Electronic,['Electronic']
Illusion of Safety,Bad Carnival Acid,Electronic,['Electronic']
Illusion of Safety,Cancer Trk 5,Electronic,['Electronic']
Illusion of Safety,Gravelvoice one,Electronic,['Electronic']
Illusion of Safety,I could be wrong,Electronic,['Electronic']
Illusion of Safety,Immanent,Electronic,['Electronic']
Illusion of Safety,Immerse (exc),Electronic,['Electronic']
Illusion of Safety,Live Lisbon two 2-19-08,Electronic,['Electronic']
Illusion of Safety,ORD,Electronic,['Electronic']
Illusion of Safety,Rules of the game (pt 1),Electronic,['Electronic']
Illusion of Safety,Time Remaining,Electronic,['Electronic']
Illusion of Safety,Wasteland,Electronic,['Electronic']
Impediments,2012,Rock,"['Punk', 'Rock', 'Power-Pop']"
Jason Willett,Song Recorded Immediately Upon Return from X-Ray Eyes tour '96,Rock,['Rock']
Jason Willett,Beautiful Song w/ kick drum solo,Rock,['Rock']
Jad Fair and Jason Willett,Or So I've Been Told,Rock,['Rock']
King Kong Ding Dong,Heya,Rock,['Rock']
King Kong Ding Dong,South Street Bridge,Rock,['Rock']
Knit Witch,Dawn of Swords,Rock,['Rock']
Kowloon Walled City,"Turk, Taylor and Jones",Rock,"['Rock', 'Metal']"
Kowloon Walled City,My Hands Are Turning To Bricks,Rock,"['Rock', 'Metal']"
Kowloon Walled City,Another Corporate Takeover,Rock,"['Rock', 'Metal']"
Kowloon Walled City,Inheritance,Rock,"['Rock', 'Metal']"
Kowloon Walled City,Make Us Pay,Rock,"['Rock', 'Metal']"
Kyle Bruckmann,IIA: Gaps and Fictions,Jazz,['Jazz']
Kyle Bruckmann,IIB: Exponential,Jazz,['Jazz']
Kyle Bruckmann's Wrack,Inasmuch As,Jazz,['Jazz']
Kyle Bruckmann's Wrack,Despite All Evidence to the Contrary,Jazz,['Jazz']
Lazy Magnet,Masters Of Science Fiction,Rock,['Rock']
Lazy Magnet,Wilder Climes,Rock,['Rock']
Liquorball,Live with Steve MacKay of the Stooges,Rock,"['Psych-Rock', 'Rock']"
Little Howlin' Wolf,Big Ole Bear,Blues,['Blues']
Little Howlin' Wolf,I'm Shufflin',Blues,['Blues']
Little Howlin' Wolf,Last Double Eagle,Blues,['Blues']
Little Howlin' Wolf,Baltimore Raven,Blues,['Blues']
Little Howlin' Wolf,Eulb,Blues,['Blues']
Little Howlin' Wolf,Astral Blue,Blues,['Blues']
Little Howlin' Wolf,Blue Coochology,Blues,['Blues']
LO MOdA,Les Jardins (De L'bouli),Rock,['Rock']
LO MOdA,Electric World,Rock,['Rock']
Lop,A Warhead Dons Zithers,Pop,['Pop']
Lovely Little Girls,Wide Mouth Penetrated Makeshift Mustache Man,Rock,['Rock']
Lozenge,Credo,Jazz,['Jazz']
Lozenge,Numbrcrunchr,Jazz,['Jazz']
Lozenge,Fuck The man,Jazz,['Jazz']
Lozenge,Mr Fancy pants,Jazz,['Jazz']
Lozenge,Eyeteeth,Jazz,['Jazz']
Lozenge,No Fair,Jazz,['Jazz']
Lozenge,Undrbelly,Jazz,['Jazz']
Lungs Of A Giant,Polluted Man,Rock,['Rock']
Lungs Of A Giant,Troubled,Rock,['Rock']
Lungs Of A Giant,Claws That Bite,Rock,['Rock']
Lungs Of A Giant,Vacationland,Rock,['Rock']
Lungs Of A Giant,Tryin' To Avoid The Suburbanoids,Rock,['Rock']
M. Nguyen Van Minh-Con,Nam Nhi-tu,International,['International']
Mahjongg,jamdek,Electronic,['Electronic']
Mahjongg,countdown (the chicken),Electronic,['Electronic']
Mahjongg,Tell The Police The Truth,Rock,['Rock']
Mahjongg,aluminum,Electronic,['Electronic']
Mahjongg,(bishop) desmond tutu,Electronic,['Electronic']
Mahjongg,silver series (MDG remix),Electronic,['Electronic']
Mahjongg,turf war (on a global scale),Electronic,['Electronic']
Mary Halvorson and Weasel Walter,Rare Vodka from the Fourteenth Century,Rock,['Rock']
Mayor Daley,Song 1,Rock,['Rock']
Mayor Daley,Up With People,Rock,['Rock']
Mayor Daley,Song 3,Rock,['Rock']
Mayor Daley,Song 4,Rock,['Rock']
Mike Rep and the Quotas,Nautilus,Rock,['Rock']
Mike Rep and the Quotas,Florida Blue,Rock,['Rock']
Mike Rep and the Quotas,Black Hole,Rock,['Rock']
Mike Rep and the Quotas,Steppin Fetchit Again,Rock,['Rock']
Mincemeat or Tenspeed,Accident Prone,Electronic,['Electronic']
Mincemeat or Tenspeed,Circle Crazy,Electronic,['Electronic']
Mincemeat or Tenspeed,For All These Mice,Electronic,['Electronic']
Mink Lungs,I Sell Love,Rock,['Rock']
Mink Lungs,Think of Me,Rock,['Rock']
Mink Lungs,Sensual Pleasure,Rock,['Rock']
Mink Lungs,Silent Sex,Rock,['Rock']
Mink Lungs,The Smallest Lie,Rock,['Rock']
Mink Lungs,Oscillator,Rock,['Rock']
Mink Lungs,Clowns In My Galaxy,Rock,['Rock']
Mink Lungs,Bunny Bought a Spaceship,Rock,['Rock']
Minmae,Beginning with Dissuader,Rock,['Rock']
Minmae,Dumbfinder,Rock,['Rock']
Minmae,In Abstracted Fashion,Rock,['Rock']
Minmae,The Future of Lint,Rock,['Rock']
Minmae,New Lilith/Flashing Timex,Rock,['Rock']
Minmae,I Won't Hold It Against You,Rock,['Rock']
Minmae,The Length of a Drag,Rock,['Rock']
Minmae,Spring Trajedy,Rock,['Rock']
Minmae,Since Before Inertia,Rock,['Rock']
Minmae,---,Rock,['Rock']
Monoshock,Walk To The Fire,Rock,['Rock']
Monoshock,International Hello,Rock,['Rock']
Monoshock,Sea Monkeys,Rock,['Rock']
